Date,City,Crop,Min_Price,Max_Price,Season
2023-12-19,Mumbai,Wheat,2087.89,2359.86,Winter
2023-12-20,Mumbai,Wheat,2096.34,2361.57,Winter
2023-12-21,Mumbai,Wheat,2111.11,2333.9,Winter
2023-12-22,Mumbai,Wheat,2114.24,2348.08,Winter
2023-12-23,Mumbai,Wheat,2146.35,2332.4,Winter
2023-12-24,Mumbai,Wheat,2104.51,2294.91,Winter
2023-12-25,Mumbai,Wheat,2084.02,2337.84,Winter
2023-12-26,Mumbai,Wheat,2055.87,2359.88,Winter
2023-12-27,Mumbai,Wheat,2083.36,2384.41,Winter
2023-12-28,Mumbai,Wheat,2110.32,2427.18,Winter
2023-12-29,Mumbai,Wheat,2144.0,2427.64,Winter
2023-12-30,Mumbai,Wheat,2127.96,2440.37,Winter
2023-12-31,Mumbai,Wheat,2123.83,2473.29,Winter
2024-01-01,Mumbai,Wheat,2115.94,2463.49,Winter
2024-01-02,Mumbai,Wheat,2136.35,2447.81,Winter
2024-01-03,Mumbai,Wheat,2114.48,2414.44,Winter
2024-01-04,Mumbai,Wheat,2088.46,2450.56,Winter
2024-01-05,Mumbai,Wheat,2091.15,2461.41,Winter
2024-01-06,Mumbai,Wheat,2085.39,2453.32,Winter
2024-01-07,Mumbai,Wheat,2062.83,2453.02,Winter
2024-01-08,Mumbai,Wheat,2039.04,2426.09,Winter
2024-01-09,Mumbai,Wheat,2070.13,2386.15,Winter
2024-01-10,Mumbai,Wheat,2099.99,2344.67,Winter
2024-01-11,Mumbai,Wheat,2082.91,2378.77,Winter
2024-01-12,Mumbai,Wheat,2077.12,2392.88,Winter
2024-01-13,Mumbai,Wheat,2052.96,2416.42,Winter
2024-01-14,Mumbai,Wheat,2041.59,2463.27,Winter
2024-01-15,Mumbai,Wheat,2000.76,2467.02,Winter
2024-01-16,Mumbai,Wheat,1987.64,2433.67,Winter
2024-01-17,Mumbai,Wheat,2014.99,2425.77,Winter
2024-01-18,Mumbai,Wheat,2047.19,2420.19,Winter
2024-01-19,Mumbai,Wheat,2038.58,2410.31,Winter
2024-01-20,Mumbai,Wheat,2022.63,2450.85,Winter
2024-01-21,Mumbai,Wheat,1982.89,2435.82,Winter
2024-01-22,Mumbai,Wheat,1970.71,2427.82,Winter
2024-01-23,Mumbai,Wheat,1959.31,2382.85,Winter
2024-01-24,Mumbai,Wheat,1989.35,2362.13,Winter
2024-01-25,Mumbai,Wheat,2005.5,2398.48,Winter
2024-01-26,Mumbai,Wheat,2001.31,2375.32,Winter
2024-01-27,Mumbai,Wheat,2039.76,2329.72,Winter
2024-01-28,Mumbai,Wheat,2059.59,2371.16,Winter
2024-01-29,Mumbai,Wheat,2035.13,2341.95,Winter
2024-01-30,Mumbai,Wheat,2061.76,2302.74,Winter
2024-01-31,Mumbai,Wheat,2096.24,2274.58,Winter
2024-02-01,Mumbai,Wheat,2113.26,2303.25,Winter
2024-02-02,Mumbai,Wheat,2152.12,2269.99,Winter
2024-02-03,Mumbai,Wheat,2165.4,2245.58,Winter
2024-02-04,Mumbai,Wheat,2201.29,2271.59,Winter
2024-02-05,Mumbai,Wheat,2178.47,2284.45,Winter
2024-02-06,Mumbai,Wheat,2170.3,2301.96,Winter
2024-02-07,Mumbai,Wheat,2137.24,2328.52,Winter
2024-02-08,Mumbai,Wheat,2107.01,2311.11,Winter
2024-02-09,Mumbai,Wheat,2132.54,2317.85,Winter
2024-02-10,Mumbai,Wheat,2111.7,2277.3,Winter
2024-02-11,Mumbai,Wheat,2149.38,2261.87,Winter
2024-02-12,Mumbai,Wheat,2135.78,2250.31,Winter
2024-02-13,Mumbai,Wheat,2176.17,2284.76,Winter
2024-02-14,Mumbai,Wheat,2219.33,2257.0,Winter
2024-02-15,Mumbai,Wheat,2224.41,2268.02,Winter
2024-02-16,Mumbai,Wheat,2204.23,2289.35,Winter
2024-02-17,Mumbai,Wheat,2231.26,2284.43,Winter
2024-02-18,Mumbai,Wheat,2220.76,2306.58,Winter
2024-02-19,Mumbai,Wheat,2228.61,2320.35,Winter
2024-02-20,Mumbai,Wheat,2197.1,2366.0,Winter
2024-02-21,Mumbai,Wheat,2170.74,2381.99,Winter
2024-02-22,Mumbai,Wheat,2147.84,2429.55,Winter
2024-02-23,Mumbai,Wheat,2123.9,2424.08,Winter
2024-02-24,Mumbai,Wheat,2121.52,2457.77,Winter
2024-02-25,Mumbai,Wheat,2141.05,2462.99,Winter
2024-02-26,Mumbai,Wheat,2124.91,2442.84,Winter
2024-02-27,Mumbai,Wheat,2099.28,2468.8,Winter
2024-02-28,Mumbai,Wheat,2098.57,2476.93,Winter
2024-02-29,Mumbai,Wheat,2105.94,2484.41,Winter
2024-03-01,Mumbai,Wheat,2116.42,2489.62,Summer
2024-03-02,Mumbai,Wheat,2125.96,2497.47,Summer
2024-03-03,Mumbai,Wheat,2150.3,2497.59,Summer
2024-03-04,Mumbai,Wheat,2141.83,2487.68,Summer
2024-03-05,Mumbai,Wheat,2118.93,2518.08,Summer
2024-03-06,Mumbai,Wheat,2100.59,2526.76,Summer
2024-03-07,Mumbai,Wheat,2095.67,2514.48,Summer
2024-03-08,Mumbai,Wheat,2066.52,2524.7,Summer
2024-03-09,Mumbai,Wheat,2090.35,2571.65,Summer
2024-03-10,Mumbai,Wheat,2111.6,2529.75,Summer
2024-03-11,Mumbai,Wheat,2133.73,2521.36,Summer
2024-03-12,Mumbai,Wheat,2164.66,2485.16,Summer
2024-03-13,Mumbai,Wheat,2191.62,2452.78,Summer
2024-03-14,Mumbai,Wheat,2158.54,2434.41,Summer
2024-03-15,Mumbai,Wheat,2125.87,2447.79,Summer
2024-03-16,Mumbai,Wheat,2137.77,2428.38,Summer
2024-03-17,Mumbai,Wheat,2112.3,2406.65,Summer
2024-03-18,Mumbai,Wheat,2128.0,2413.69,Summer
2024-03-19,Mumbai,Wheat,2100.03,2433.1,Summer
2024-03-20,Mumbai,Wheat,2120.08,2443.11,Summer
2024-03-21,Mumbai,Wheat,2112.92,2411.97,Summer
2024-03-22,Mumbai,Wheat,2090.95,2442.02,Summer
2024-03-23,Mumbai,Wheat,2105.13,2417.86,Summer
2024-03-24,Mumbai,Wheat,2105.31,2420.9,Summer
2024-03-25,Mumbai,Wheat,2147.14,2462.32,Summer
2024-03-26,Mumbai,Wheat,2176.09,2496.42,Summer
2024-03-27,Mumbai,Wheat,2182.69,2451.58,Summer
2024-03-28,Mumbai,Wheat,2161.75,2493.57,Summer
2024-03-29,Mumbai,Wheat,2201.47,2519.55,Summer
2024-03-30,Mumbai,Wheat,2235.76,2524.93,Summer
2024-03-31,Mumbai,Wheat,2244.52,2574.86,Summer
2024-04-01,Mumbai,Wheat,2237.45,2563.58,Summer
2024-04-02,Mumbai,Wheat,2256.07,2516.09,Summer
2024-04-03,Mumbai,Wheat,2229.63,2523.98,Summer
2024-04-04,Mumbai,Wheat,2230.85,2482.92,Summer
2024-04-05,Mumbai,Wheat,2266.94,2479.46,Summer
2024-04-06,Mumbai,Wheat,2222.71,2527.2,Summer
2024-04-07,Mumbai,Wheat,2212.25,2511.09,Summer
2024-04-08,Mumbai,Wheat,2230.85,2552.43,Summer
2024-04-09,Mumbai,Wheat,2260.12,2588.89,Summer
2024-04-10,Mumbai,Wheat,2253.87,2544.29,Summer
2024-04-11,Mumbai,Wheat,2278.99,2550.06,Summer
2024-04-12,Mumbai,Wheat,2265.67,2574.09,Summer
2024-04-13,Mumbai,Wheat,2285.55,2549.27,Summer
2024-04-14,Mumbai,Wheat,2283.95,2539.83,Summer
2024-04-15,Mumbai,Wheat,2272.51,2493.54,Summer
2024-04-16,Mumbai,Wheat,2263.9,2463.11,Summer
2024-04-17,Mumbai,Wheat,2278.19,2469.06,Summer
2024-04-18,Mumbai,Wheat,2314.61,2478.62,Summer
2024-04-19,Mumbai,Wheat,2310.94,2519.91,Summer
2024-04-20,Mumbai,Wheat,2327.92,2537.93,Summer
2024-04-21,Mumbai,Wheat,2341.14,2550.21,Summer
2024-04-22,Mumbai,Wheat,2371.65,2578.01,Summer
2024-04-23,Mumbai,Wheat,2387.08,2604.33,Summer
2024-04-24,Mumbai,Wheat,2397.23,2622.79,Summer
2024-04-25,Mumbai,Wheat,2378.54,2604.1,Summer
2024-04-26,Mumbai,Wheat,2343.66,2604.91,Summer
2024-04-27,Mumbai,Wheat,2352.62,2591.82,Summer
2024-04-28,Mumbai,Wheat,2311.95,2561.7,Summer
2024-04-29,Mumbai,Wheat,2315.06,2606.72,Summer
2024-04-30,Mumbai,Wheat,2277.26,2588.36,Summer
2024-05-01,Mumbai,Wheat,2314.84,2567.82,Summer
2024-05-02,Mumbai,Wheat,2326.33,2558.83,Summer
2024-05-03,Mumbai,Wheat,2345.41,2573.45,Summer
2024-05-04,Mumbai,Wheat,2350.87,2582.16,Summer
2024-05-05,Mumbai,Wheat,2339.67,2556.8,Summer
2024-05-06,Mumbai,Wheat,2329.32,2599.89,Summer
2024-05-07,Mumbai,Wheat,2312.19,2574.88,Summer
2024-05-08,Mumbai,Wheat,2304.97,2538.73,Summer
2024-05-09,Mumbai,Wheat,2334.71,2587.53,Summer
2024-05-10,Mumbai,Wheat,2357.56,2598.77,Summer
2024-05-11,Mumbai,Wheat,2331.46,2604.77,Summer
2024-05-12,Mumbai,Wheat,2309.21,2607.42,Summer
2024-05-13,Mumbai,Wheat,2296.3,2632.09,Summer
2024-05-14,Mumbai,Wheat,2322.68,2676.73,Summer
2024-05-15,Mumbai,Wheat,2347.95,2642.04,Summer
2024-05-16,Mumbai,Wheat,2305.89,2682.53,Summer
2024-05-17,Mumbai,Wheat,2302.45,2711.5,Summer
2024-05-18,Mumbai,Wheat,2305.29,2738.79,Summer
2024-05-19,Mumbai,Wheat,2337.68,2791.24,Summer
2024-05-20,Mumbai,Wheat,2310.84,2789.2,Summer
2024-05-21,Mumbai,Wheat,2265.41,2788.07,Summer
2024-05-22,Mumbai,Wheat,2295.87,2753.92,Summer
2024-05-23,Mumbai,Wheat,2331.02,2737.42,Summer
2024-05-24,Mumbai,Wheat,2332.16,2713.62,Summer
2024-05-25,Mumbai,Wheat,2340.0,2679.6,Summer
2024-05-26,Mumbai,Wheat,2309.14,2707.38,Summer
2024-05-27,Mumbai,Wheat,2342.39,2738.27,Summer
2024-05-28,Mumbai,Wheat,2348.38,2727.95,Summer
2024-05-29,Mumbai,Wheat,2364.2,2729.22,Summer
2024-05-30,Mumbai,Wheat,2367.82,2718.6,Summer
2024-05-31,Mumbai,Wheat,2343.67,2704.94,Summer
2024-06-01,Mumbai,Wheat,2380.82,2702.79,Rainy
2024-06-02,Mumbai,Wheat,2342.75,2719.29,Rainy
2024-06-03,Mumbai,Wheat,2332.38,2767.91,Rainy
2024-06-04,Mumbai,Wheat,2349.31,2779.79,Rainy
2024-06-05,Mumbai,Wheat,2369.96,2771.15,Rainy
2024-06-06,Mumbai,Wheat,2406.9,2756.61,Rainy
2024-06-07,Mumbai,Wheat,2360.92,2770.07,Rainy
2024-06-08,Mumbai,Wheat,2406.89,2821.94,Rainy
2024-06-09,Mumbai,Wheat,2379.9,2878.23,Rainy
2024-06-10,Mumbai,Wheat,2389.48,2885.33,Rainy
2024-06-11,Mumbai,Wheat,2360.3,2903.89,Rainy
2024-06-12,Mumbai,Wheat,2339.68,2849.87,Rainy
2024-06-13,Mumbai,Wheat,2384.69,2849.25,Rainy
2024-06-14,Mumbai,Wheat,2353.93,2898.46,Rainy
2024-06-15,Mumbai,Wheat,2324.28,2932.0,Rainy
2024-06-16,Mumbai,Wheat,2309.46,2980.93,Rainy
2024-06-17,Mumbai,Wheat,2276.76,2970.24,Rainy
2024-06-18,Mumbai,Wheat,2320.27,3023.3,Rainy
2024-06-19,Mumbai,Wheat,2319.66,3065.1,Rainy
2024-06-20,Mumbai,Wheat,2363.94,3015.72,Rainy
2024-06-21,Mumbai,Wheat,2388.97,3038.65,Rainy
2024-06-22,Mumbai,Wheat,2399.05,3053.99,Rainy
2024-06-23,Mumbai,Wheat,2375.91,3066.45,Rainy
2024-06-24,Mumbai,Wheat,2384.33,3117.5,Rainy
2024-06-25,Mumbai,Wheat,2347.56,3099.36,Rainy
2024-06-26,Mumbai,Wheat,2375.38,3054.68,Rainy
2024-06-27,Mumbai,Wheat,2367.03,3016.55,Rainy
2024-06-28,Mumbai,Wheat,2351.92,2994.17,Rainy
2024-06-29,Mumbai,Wheat,2393.45,2984.15,Rainy
2024-06-30,Mumbai,Wheat,2423.46,2946.9,Rainy
2024-07-01,Mumbai,Wheat,2455.98,2904.48,Rainy
2024-07-02,Mumbai,Wheat,2415.12,2880.07,Rainy
2024-07-03,Mumbai,Wheat,2449.59,2933.59,Rainy
2024-07-04,Mumbai,Wheat,2454.71,2941.33,Rainy
2024-07-05,Mumbai,Wheat,2465.82,2944.3,Rainy
2024-07-06,Mumbai,Wheat,2483.0,2941.53,Rainy
2024-07-07,Mumbai,Wheat,2461.0,3000.06,Rainy
2024-07-08,Mumbai,Wheat,2508.05,2998.45,Rainy
2024-07-09,Mumbai,Wheat,2532.34,3042.96,Rainy
2024-07-10,Mumbai,Wheat,2502.47,3039.3,Rainy
2024-07-11,Mumbai,Wheat,2496.97,3033.41,Rainy
2024-07-12,Mumbai,Wheat,2512.36,3053.12,Rainy
2024-07-13,Mumbai,Wheat,2483.2,3005.09,Rainy
2024-07-14,Mumbai,Wheat,2493.34,2997.31,Rainy
2024-07-15,Mumbai,Wheat,2444.67,3038.58,Rainy
2024-07-16,Mumbai,Wheat,2419.87,2980.15,Rainy
2024-07-17,Mumbai,Wheat,2454.62,3029.93,Rainy
2024-07-18,Mumbai,Wheat,2415.0,3066.9,Rainy
2024-07-19,Mumbai,Wheat,2390.46,3080.95,Rainy
2024-07-20,Mumbai,Wheat,2420.86,3089.36,Rainy
2024-07-21,Mumbai,Wheat,2403.86,3071.33,Rainy
2024-07-22,Mumbai,Wheat,2443.43,3075.03,Rainy
2024-07-23,Mumbai,Wheat,2413.92,3015.67,Rainy
2024-07-24,Mumbai,Wheat,2385.09,3071.43,Rainy
2024-07-25,Mumbai,Wheat,2381.98,3010.29,Rainy
2024-07-26,Mumbai,Wheat,2382.17,3023.52,Rainy
2024-07-27,Mumbai,Wheat,2364.82,3035.72,Rainy
2024-07-28,Mumbai,Wheat,2396.78,3022.92,Rainy
2024-07-29,Mumbai,Wheat,2349.94,3066.41,Rainy
2024-07-30,Mumbai,Wheat,2330.34,3067.81,Rainy
2024-07-31,Mumbai,Wheat,2374.4,3018.23,Rainy
2024-08-01,Mumbai,Wheat,2329.68,3075.97,Rainy
2024-08-02,Mumbai,Wheat,2313.42,3050.52,Rainy
2024-08-03,Mumbai,Wheat,2317.88,3109.78,Rainy
2024-08-04,Mumbai,Wheat,2363.72,3151.36,Rainy
2024-08-05,Mumbai,Wheat,2409.41,3194.71,Rainy
2024-08-06,Mumbai,Wheat,2393.77,3182.61,Rainy
2024-08-07,Mumbai,Wheat,2418.78,3205.8,Rainy
2024-08-08,Mumbai,Wheat,2372.85,3227.8,Rainy
2024-08-09,Mumbai,Wheat,2393.71,3187.3,Rainy
2024-08-10,Mumbai,Wheat,2383.77,3147.96,Rainy
2024-08-11,Mumbai,Wheat,2372.32,3110.58,Rainy
2024-08-12,Mumbai,Wheat,2402.13,3125.77,Rainy
2024-08-13,Mumbai,Wheat,2354.64,3146.71,Rainy
2024-08-14,Mumbai,Wheat,2378.92,3157.17,Rainy
2024-08-15,Mumbai,Wheat,2399.4,3131.53,Rainy
2024-08-16,Mumbai,Wheat,2391.69,3170.06,Rainy
2024-08-17,Mumbai,Wheat,2381.6,3108.32,Rainy
2024-08-18,Mumbai,Wheat,2418.64,3077.66,Rainy
2024-08-19,Mumbai,Wheat,2411.27,3041.97,Rainy
2024-08-20,Mumbai,Wheat,2428.53,2988.65,Rainy
2024-08-21,Mumbai,Wheat,2392.48,2964.78,Rainy
2024-08-22,Mumbai,Wheat,2386.9,3019.24,Rainy
2024-08-23,Mumbai,Wheat,2357.38,2960.16,Rainy
2024-08-24,Mumbai,Wheat,2355.74,3013.07,Rainy
2024-08-25,Mumbai,Wheat,2312.38,3047.44,Rainy
2024-08-26,Mumbai,Wheat,2329.56,3026.04,Rainy
2024-08-27,Mumbai,Wheat,2355.23,3028.24,Rainy
2024-08-28,Mumbai,Wheat,2400.33,3035.65,Rainy
2024-08-29,Mumbai,Wheat,2440.84,2979.92,Rainy
2024-08-30,Mumbai,Wheat,2405.0,2944.24,Rainy
2024-08-31,Mumbai,Wheat,2430.24,2941.02,Rainy
2023-08-01,Mumbai,Soyabean,4639.86,4720.09,Rainy
2023-08-02,Mumbai,Soyabean,4658.8,4659.19,Rainy
2023-08-03,Mumbai,Soyabean,4647.97,4679.83,Rainy
2023-08-04,Mumbai,Soyabean,4648.85,4678.22,Rainy
2023-08-05,Mumbai,Soyabean,4651.12,4746.48,Rainy
2023-08-06,Mumbai,Soyabean,4566.81,4717.58,Rainy
2023-08-07,Mumbai,Soyabean,4619.79,4667.47,Rainy
2023-08-08,Mumbai,Soyabean,4637.54,4638.7,Rainy
2023-08-09,Mumbai,Soyabean,4572.66,4585.82,Rainy
2023-08-10,Mumbai,Soyabean,4620.28,4634.18,Rainy
2023-08-11,Mumbai,Soyabean,4570.01,4577.82,Rainy
2023-08-12,Mumbai,Soyabean,4500.61,4669.03,Rainy
2023-08-13,Mumbai,Soyabean,4500.43,4626.82,Rainy
2023-08-14,Mumbai,Soyabean,4489.36,4608.96,Rainy
2023-08-15,Mumbai,Soyabean,4512.38,4669.5,Rainy
2023-08-16,Mumbai,Soyabean,4462.21,4700.2,Rainy
2023-08-17,Mumbai,Soyabean,4466.54,4728.86,Rainy
2023-08-18,Mumbai,Soyabean,4514.57,4719.84,Rainy
2023-08-19,Mumbai,Soyabean,4504.41,4659.26,Rainy
2023-08-20,Mumbai,Soyabean,4456.75,4677.06,Rainy
2023-08-21,Mumbai,Soyabean,4522.94,4737.92,Rainy
2023-08-22,Mumbai,Soyabean,4583.14,4675.37,Rainy
2023-08-23,Mumbai,Soyabean,4576.22,4760.17,Rainy
2023-08-24,Mumbai,Soyabean,4656.02,4749.04,Rainy
2023-08-25,Mumbai,Soyabean,4606.39,4836.79,Rainy
2023-08-26,Mumbai,Soyabean,4640.98,4783.54,Rainy
2023-08-27,Mumbai,Soyabean,4655.93,4850.84,Rainy
2023-08-28,Mumbai,Soyabean,4563.87,4774.37,Rainy
2023-08-29,Mumbai,Soyabean,4506.94,4795.79,Rainy
2023-08-30,Mumbai,Soyabean,4433.47,4798.78,Rainy
2023-08-31,Mumbai,Soyabean,4444.31,4708.91,Rainy
2023-09-01,Mumbai,Soyabean,4431.88,4696.82,Rainy
2023-09-02,Mumbai,Soyabean,4458.5,4706.7,Rainy
2023-09-03,Mumbai,Soyabean,4381.9,4685.51,Rainy
2023-09-04,Mumbai,Soyabean,4393.37,4738.13,Rainy
2023-09-05,Mumbai,Soyabean,4360.25,4701.12,Rainy
2023-09-06,Mumbai,Soyabean,4385.22,4775.81,Rainy
2023-09-07,Mumbai,Soyabean,4472.78,4742.74,Rainy
2023-09-08,Mumbai,Soyabean,4458.22,4778.97,Rainy
2023-09-09,Mumbai,Soyabean,4432.0,4869.98,Rainy
2023-09-10,Mumbai,Soyabean,4399.17,4949.21,Rainy
2023-09-11,Mumbai,Soyabean,4392.23,4920.17,Rainy
2023-09-12,Mumbai,Soyabean,4416.78,4847.55,Rainy
2023-09-13,Mumbai,Soyabean,4471.04,4909.74,Rainy
2023-09-14,Mumbai,Soyabean,4450.83,4840.66,Rainy
2023-09-15,Mumbai,Soyabean,4419.8,4825.64,Rainy
2023-09-16,Mumbai,Soyabean,4400.07,4850.04,Rainy
2023-09-17,Mumbai,Soyabean,4314.98,4756.01,Rainy
2023-09-18,Mumbai,Soyabean,4244.81,4823.1,Rainy
2023-09-19,Mumbai,Soyabean,4316.97,4788.44,Rainy
2023-09-20,Mumbai,Soyabean,4381.92,4813.82,Rainy
2023-09-21,Mumbai,Soyabean,4384.26,4781.79,Rainy
2023-09-22,Mumbai,Soyabean,4361.13,4874.56,Rainy
2023-09-23,Mumbai,Soyabean,4325.04,4867.95,Rainy
2023-09-24,Mumbai,Soyabean,4344.93,4931.68,Rainy
2023-09-25,Mumbai,Soyabean,4349.08,4969.34,Rainy
2023-09-26,Mumbai,Soyabean,4412.63,4983.73,Rainy
2023-09-27,Mumbai,Soyabean,4415.1,4903.66,Rainy
2023-09-28,Mumbai,Soyabean,4415.74,4932.22,Rainy
2023-09-29,Mumbai,Soyabean,4366.29,4850.5,Rainy
2023-09-30,Mumbai,Soyabean,4382.16,4886.19,Rainy
2023-10-01,Mumbai,Soyabean,4373.01,4942.23,Winter
2023-10-02,Mumbai,Soyabean,4321.71,4933.62,Winter
2023-10-03,Mumbai,Soyabean,4296.66,4896.22,Winter
2023-10-04,Mumbai,Soyabean,4337.32,4916.48,Winter
2023-10-05,Mumbai,Soyabean,4357.45,4929.89,Winter
2023-10-06,Mumbai,Soyabean,4374.64,4988.31,Winter
2023-10-07,Mumbai,Soyabean,4420.98,5009.96,Winter
2023-10-08,Mumbai,Soyabean,4455.9,4916.72,Winter
2023-10-09,Mumbai,Soyabean,4385.28,4893.76,Winter
2023-10-10,Mumbai,Soyabean,4424.26,4899.94,Winter
2023-10-11,Mumbai,Soyabean,4345.75,4871.35,Winter
2023-10-12,Mumbai,Soyabean,4314.36,4876.72,Winter
2023-10-13,Mumbai,Soyabean,4245.84,4851.01,Winter
2023-10-14,Mumbai,Soyabean,4319.96,4851.72,Winter
2023-10-15,Mumbai,Soyabean,4306.93,4867.39,Winter
2023-10-16,Mumbai,Soyabean,4388.5,4957.85,Winter
2023-10-17,Mumbai,Soyabean,4307.66,4871.07,Winter
2023-10-18,Mumbai,Soyabean,4349.01,4864.0,Winter
2023-10-19,Mumbai,Soyabean,4308.39,4915.94,Winter
2023-10-20,Mumbai,Soyabean,4376.63,4872.51,Winter
2023-10-21,Mumbai,Soyabean,4357.1,4953.6,Winter
2023-10-22,Mumbai,Soyabean,4278.49,4898.95,Winter
2023-10-23,Mumbai,Soyabean,4209.93,4917.43,Winter
2023-10-24,Mumbai,Soyabean,4153.44,4843.04,Winter
2023-10-25,Mumbai,Soyabean,4099.01,4906.99,Winter
2023-10-26,Mumbai,Soyabean,4102.32,4911.18,Winter
2023-10-27,Mumbai,Soyabean,4107.28,4829.61,Winter
2023-10-28,Mumbai,Soyabean,4077.37,4821.57,Winter
2023-10-29,Mumbai,Soyabean,4153.16,4795.37,Winter
2023-10-30,Mumbai,Soyabean,4159.69,4700.27,Winter
2023-10-31,Mumbai,Soyabean,4195.4,4699.26,Winter
2023-11-01,Mumbai,Soyabean,4183.15,4720.49,Winter
2023-11-02,Mumbai,Soyabean,4237.32,4688.13,Winter
2023-11-03,Mumbai,Soyabean,4311.27,4739.78,Winter
2023-11-04,Mumbai,Soyabean,4260.96,4769.0,Winter
2023-11-05,Mumbai,Soyabean,4200.12,4700.79,Winter
2023-11-06,Mumbai,Soyabean,4271.1,4693.37,Winter
2023-11-07,Mumbai,Soyabean,4251.73,4623.32,Winter
2023-11-08,Mumbai,Soyabean,4247.46,4554.08,Winter
2023-11-09,Mumbai,Soyabean,4275.19,4630.0,Winter
2023-11-10,Mumbai,Soyabean,4292.22,4611.79,Winter
2023-11-11,Mumbai,Soyabean,4312.43,4654.18,Winter
2023-11-12,Mumbai,Soyabean,4398.15,4722.01,Winter
2023-11-13,Mumbai,Soyabean,4472.11,4709.36,Winter
2023-11-14,Mumbai,Soyabean,4505.47,4711.89,Winter
2023-11-15,Mumbai,Soyabean,4567.54,4786.74,Winter
2023-11-16,Mumbai,Soyabean,4570.58,4843.87,Winter
2023-11-17,Mumbai,Soyabean,4583.38,4862.9,Winter
2023-11-18,Mumbai,Soyabean,4670.52,4898.97,Winter
2023-11-19,Mumbai,Soyabean,4590.9,4865.84,Winter
2023-11-20,Mumbai,Soyabean,4632.38,4835.18,Winter
2023-11-21,Mumbai,Soyabean,4604.41,4799.31,Winter
2023-11-22,Mumbai,Soyabean,4538.79,4867.03,Winter
2023-11-23,Mumbai,Soyabean,4587.17,4819.81,Winter
2023-11-24,Mumbai,Soyabean,4590.23,4740.49,Winter
2023-11-25,Mumbai,Soyabean,4606.69,4706.72,Winter
2023-11-26,Mumbai,Soyabean,4606.74,4628.58,Winter
2023-11-27,Mumbai,Soyabean,4555.88,4635.19,Winter
2023-11-28,Mumbai,Soyabean,4571.02,4630.54,Winter
2023-11-29,Mumbai,Soyabean,4487.52,4719.0,Winter
2023-11-30,Mumbai,Soyabean,4569.89,4770.83,Winter
2023-12-01,Mumbai,Soyabean,4484.37,4785.56,Winter
2023-12-02,Mumbai,Soyabean,4544.42,4855.69,Winter
2023-12-03,Mumbai,Soyabean,4473.56,4846.01,Winter
2023-12-04,Mumbai,Soyabean,4505.11,4761.49,Winter
2023-12-05,Mumbai,Soyabean,4497.49,4854.11,Winter
2023-12-06,Mumbai,Soyabean,4583.64,4778.34,Winter
2023-12-07,Mumbai,Soyabean,4534.87,4763.84,Winter
2023-12-08,Mumbai,Soyabean,4592.39,4812.62,Winter
2023-12-09,Mumbai,Soyabean,4524.57,4857.41,Winter
2023-12-10,Mumbai,Soyabean,4565.72,4822.87,Winter
2023-12-11,Mumbai,Soyabean,4623.24,4817.96,Winter
2023-12-12,Mumbai,Soyabean,4711.58,4791.22,Winter
2023-12-13,Mumbai,Soyabean,4775.93,4818.01,Winter
2023-12-14,Mumbai,Soyabean,4723.22,4799.4,Winter
2023-12-15,Mumbai,Soyabean,4656.79,4720.6,Winter
2023-12-16,Mumbai,Soyabean,4665.66,4807.51,Winter
2023-12-17,Mumbai,Soyabean,4746.21,4889.46,Winter
2023-12-18,Mumbai,Soyabean,4658.13,4880.94,Winter
2023-12-19,Mumbai,Soyabean,4750.76,4783.98,Winter
2023-12-20,Mumbai,Soyabean,4732.13,4838.4,Winter
2023-12-21,Mumbai,Soyabean,4679.15,4783.28,Winter
2023-12-22,Mumbai,Soyabean,4646.94,4745.7,Winter
2023-12-23,Mumbai,Soyabean,4655.67,4763.21,Winter
2023-12-24,Mumbai,Soyabean,4675.02,4801.28,Winter
2023-12-25,Mumbai,Soyabean,4661.66,4807.39,Winter
2023-12-26,Mumbai,Soyabean,4661.04,4878.4,Winter
2023-12-27,Mumbai,Soyabean,4601.29,4853.15,Winter
2023-12-28,Mumbai,Soyabean,4553.31,4788.4,Winter
2023-12-29,Mumbai,Soyabean,4641.49,4714.49,Winter
2023-12-30,Mumbai,Soyabean,4707.78,4770.39,Winter
2023-12-31,Mumbai,Soyabean,4782.94,4864.29,Winter
2024-01-01,Mumbai,Soyabean,4809.64,4824.69,Winter
2024-01-02,Mumbai,Soyabean,4778.07,4901.84,Winter
2024-01-03,Mumbai,Soyabean,4827.66,4961.8,Winter
2024-01-04,Mumbai,Soyabean,4897.68,4945.96,Winter
2024-01-05,Mumbai,Soyabean,4847.73,4871.34,Winter
2024-01-06,Mumbai,Soyabean,4869.76,4874.18,Winter
2024-01-07,Mumbai,Soyabean,4927.31,4942.0,Winter
2024-01-08,Mumbai,Soyabean,4994.75,5036.23,Winter
2024-01-09,Mumbai,Soyabean,4895.94,4984.88,Winter
2024-01-10,Mumbai,Soyabean,4900.35,5000.23,Winter
2024-01-11,Mumbai,Soyabean,4912.76,5083.65,Winter
2024-01-12,Mumbai,Soyabean,4991.86,5152.35,Winter
2024-01-13,Mumbai,Soyabean,5015.86,5140.82,Winter
2024-01-14,Mumbai,Soyabean,4917.26,5085.85,Winter
2024-01-15,Mumbai,Soyabean,4852.26,5103.44,Winter
2024-01-16,Mumbai,Soyabean,4776.05,5106.5,Winter
